idAirTable,direccion,fechaDeCarga,barrio,ciudad,cpc,zona,calle,altura,tipo,superficie,piso,dormitorios,categoria,precioUS,latitud,longitud
recCOAQ0FoVQLcSVw,"Perú 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Perú,160,EDIFICIO DE DEPARTAMENTOS,69.00,PLANTA BAJA,2,ESTANDAR,95000,-31.42927180,-64.19264340
recOXI6El2vUjemtW,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,73.00,PLANTA BAJA,1,ESTANDAR,95000,-31.42575030,-64.19093040
recXXX3c2I3g0AZVH,"Obispo Trejo 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,1150,EDIFICIO DE DEPARTAMENTOS,93.30,2,3,ESTANDAR,95000,-31.42943440,-64.19126970
recmSz87ibv6FnvrZ,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,44.97,3,1,ESTANDAR,95746,-31.42611810,-64.18694390
recCqqaZJx8gyocQO,"Buenos Aires 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Buenos Aires,553,EDIFICIO DE DEPARTAMENTOS,68.50,2,2,ESTANDAR,96000,-31.42341920,-64.18586000
recqFV393kEp2INlI,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,81.29,5,2,ESTANDAR,96000,-31.42672270,-64.18383860
recEpt0ou9dQAtHr7,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,81.29,6,2,ESTANDAR,96000,-31.42672270,-64.18383860
recGMDNlGnKwnMlNt,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",3/1/2022,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,80.99,2,1,ESTANDAR,96500,-31.42575030,-64.19093040
rec3olLhEC0BFY25G,"Rondeau  500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",8/9/2023,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Rondeau ,450,EDIFICIO DE DEPARTAMENTOS,50.99,6,2,ESTANDAR,97500,-31.42412360,-64.18012250
recDblp0SS5gTSrj3,"Lima 1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Lima,1367,EDIFICIO DE DEPARTAMENTOS,79.96,5,2,ESTANDAR,97700,-31.41256720,-64.16533950
rec0Lxp4vHyC6Du10,"Obispo Salguero  700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero ,700,EDIFICIO DE DEPARTAMENTOS,67.91,13,1 y 1/2,ESTANDAR,98000,-31.42589370,-64.18209660
recd1lAwyrXCgBRy6,"Ambrosio Olmos  1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ambrosio Olmos ,1100,EDIFICIO DE DEPARTAMENTOS,54.00,8,1,PREMIUM,98500,-31.43223370,-64.19316380
recjP9sJfUaZ6cGOO,"Derqui 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,333,EDIFICIO DE DEPARTAMENTOS,66.98,3,2,ESTANDAR,99000,-31.42729920,-64.18276340
recgQUbaRFQROUwdW,"Av Estrada 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Estrada,23,EDIFICIO DE DEPARTAMENTOS,47.64,6,1,PREMIUM,100000,-31.42802030,-64.18745780
recb9KY1QqFFydWKp,"La Plata 100 La Falda, Provincia de Córdoba, Argentina",1/4/2019,Centro,La Falda,,,La Plata,58,EDIFICIO DE DEPARTAMENTOS,74.76,PLANTA BAJA,1 y 1/2,PREMIUM,100000,-31.09179470,-64.48154090
recQA32aWAFlRdJ9E,"Sucre 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Cofico,Ciudad de Cordoba,Centroamérica,Central,Sucre,1049,EDIFICIO DE DEPARTAMENTOS,103.97,6,3,ESTANDAR,100000,-31.40354380,-64.18468230
recInXgEDgf2wMR2D,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,48.40,2,1,ESTANDAR,100548,-31.42611810,-64.18694390
rec0sMfIhDZ5lUy0K,"Av Velez Sarsfield 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Velez Sarsfield,762,EDIFICIO DE DEPARTAMENTOS,68.32,5,2,ESTANDAR,101000,-31.42472590,-64.19088850
reckGUT3rKliaqxEJ,"9 de Julio 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Alberdi,Ciudad de Cordoba,Mercado Central,Central,9 de Julio,1132,FORMA PARTE DE UN PH ,362.00,2,4 o más,ESTANDAR,101000,-31.40986620,-64.19993160
rec6vj7acT5BbKsvd,"Buenos Aires 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Buenos Aires,462,EDIFICIO DE DEPARTAMENTOS,71.40,8,2,ESTANDAR,102000,-31.42253120,-64.18519110
rech52fOBj3rjcVxe,"Catamarca  1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Catamarca ,1200,EDIFICIO DE DEPARTAMENTOS,58.75,6,2,ESTANDAR,103000,-31.41206830,-64.16801520
rec6sdpOV9qgzinKF,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,64.96,9,2,ESTANDAR,103440,-31.42575030,-64.19093040
recaT0eC4sAafnhyh,"Ituzaingó  500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingó ,403,EDIFICIO DE DEPARTAMENTOS,62.31,5,2,PREMIUM,103960,-31.42287770,-64.18405280
recXYeMjFeHemute8,"Rondeau 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Rondeau,232,EDIFICIO DE DEPARTAMENTOS,45.00,8,1,PREMIUM,105000,-31.42327610,-64.18278420
rec2kEC4OI8t4WADI,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,33,EDIFICIO DE DEPARTAMENTOS,51.98,6,1,PREMIUM,105000,-31.42611810,-64.18694390
recUSSgtggzQ4C1iT,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,58.64,4,2,PREMIUM,105000,-31.42611810,-64.18694390
rectrJmIdgb60dO9A,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,58.97,4,2,PREMIUM,105000,-31.42611810,-64.18694390
recrWMq03Sff3R7IM,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,87.59,1,2,ESTANDAR,105000,-31.42575030,-64.19093040
recA8nJp71x69vFRP,"CHACABUCO  200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",4/11/2024,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,CHACABUCO ,161,EDIFICIO DE DEPARTAMENTOS,117.65,4,3,ESTANDAR,105000,-31.41207200,-64.18844570
recnb4OYPVtbWxtq2,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,81.29,2,2,ESTANDAR,106900,-31.42672270,-64.18383860
rec64gs31fO7Qf04h,"Obispo Trejo  1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo ,1280,EDIFICIO DE DEPARTAMENTOS,64.32,2,2,ESTANDAR,107000,-31.43074620,-64.19183820
recCtebJjlhhjLFrM,"Buenos Aires 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/11/2023,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Buenos Aires,1275,EDIFICIO DE DEPARTAMENTOS,77.00,8,2,PREMIUM,108000,-31.43150800,-64.18920730
rece44k2MI2KFTg8x,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,64.00,8,1,PREMIUM,109000,-31.42611810,-64.18694390
recVxVcZrQVjs0qnQ,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,64.00,8,1,PREMIUM,109000,-31.42611810,-64.18694390
recFj0y2hmmR8qc1r,"Obispo Trejo 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,683,EDIFICIO DE DEPARTAMENTOS,77.65,5,2,ESTANDAR,109000,-31.42397220,-64.18898570
recKKXxt8Egr1z41z,"Obispo Salguero 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,535,EDIFICIO DE DEPARTAMENTOS,50.30,4,1,PREMIUM,110000,-31.42489450,-64.18199430
recqGHOJq0V7tH1NJ,"Av Velez Sarsfield 1300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Velez Sarsfield,1251,EDIFICIO DE DEPARTAMENTOS,68.97,5,2,ESTANDAR,110000,-31.43017000,-64.19316430
rec9IgGCAEKxFLFUx,"David Luque 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Paz,Ciudad de Cordoba,Pueyrredon,Este,David Luque,385,EDIFICIO DE DEPARTAMENTOS,83.98,5,2,ESTANDAR,110000,-31.41236390,-64.16898100
recwwFiQRcKXmrm1S,"Av. 24 de Septiembre  800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/11/2023,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Av. 24 de Septiembre ,702,EDIFICIO DE DEPARTAMENTOS,88.65,3,2,ESTANDAR,110000,-31.41557550,-64.17205600
recRtcj3tTCtTBgms,"Obispo Salguero 900 Ciudad de Cordoba, Provincia de Córdoba, Argentina",4/3/2022,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,848,EDIFICIO DE DEPARTAMENTOS,68.65,9,2,ESTANDAR,111000,-31.42762010,-64.18296610
recRL6p6oaNqEee3f,"Felix Frias  200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Bajo General Paz,Ciudad de Cordoba,Pueyrredon,Este,Felix Frias ,105,EDIFICIO DE DEPARTAMENTOS,54.64,3,2,ESTANDAR,112000,-31.41386420,-64.16956450
rece4j7nAArs8Xgtl,"Obispo Salguero 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,535,EDIFICIO DE DEPARTAMENTOS,50.30,5,1,PREMIUM,115000,-31.42489450,-64.18199430
recS9jssufmVkDngT,"Velez Sarfield 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarfield,700,EDIFICIO DE DEPARTAMENTOS,56.37,10,2,PREMIUM,115000,-31.42351840,-64.19049320
rec1LUxiSazAh8tg5,"Derqui 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/12/2023,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,271,EDIFICIO DE DEPARTAMENTOS,93.30,2,2,ESTANDAR,115000,-31.42695780,-64.18426900
rec8lEnQdHuZupVeD,"Balcarce 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/3/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Balcarce,474,EDIFICIO DE DEPARTAMENTOS,93.98,13,3,ESTANDAR,115000,-31.42456020,-64.17869810
recR00IuZHotSM1oV,"Padre Luis Galeano 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Las Rosas,Ciudad de Cordoba,Colón,Oeste,Padre Luis Galeano,950,COMPLEJO CERRADO,123.30,3,3,ESTANDAR,115000,-31.39299750,-64.22209800
rec5EPjr9yFXkMrVw,"Velez Sarfield 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarfield,700,EDIFICIO DE DEPARTAMENTOS,41.83,1,1,PREMIUM,116000,-31.42351840,-64.19049320
recebsPkcdv5e9FHS,"Bv Illia 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Illia,396,EDIFICIO DE DEPARTAMENTOS,52.98,16,2,ESTANDAR,118000,-31.42252820,-64.18076390
recjUJcF4i0KPe9hm,"Bunge 4500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Jardin,Ciudad de Cordoba,Jardín,Sur,Bunge,4450,CASONAS,82.00,PLANTA BAJA,2,PREMIUM,118000,-31.46466960,-64.19486810
recBdOhZeQl49xjwx,"Av Colon 6200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Quebrada De Las Rosas,Ciudad de Cordoba,Colón,Oeste,Av Colon,6200,COMPLEJO CERRADO,133.98,16,3,PREMIUM,118500,-31.39260820,-64.26272820
recJfHbhKrKdF9qNm,"SOL DE MAYO  1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",12/11/2023,Avenida,Ciudad de Cordoba,Ruta 20,Oeste-R20,SOL DE MAYO ,1375,COMPLEJO CERRADO,73.32,1,2,PREMIUM,120000,-31.42718800,-64.21333570
reciqxPImS6WYqLFu,"Derqui  400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui ,323,EDIFICIO DE DEPARTAMENTOS,76.65,8,2,ESTANDAR,120000,-31.42729920,-64.18276340
recVZfVgLhExdnKK7,"Catamarca 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Catamarca,994,EDIFICIO DE DEPARTAMENTOS,91.65,7,2,ESTANDAR,120000,-31.41284030,-64.17042020
recH96j239RIQ7nBM,"Independencia  700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Independencia ,696,EDIFICIO DE DEPARTAMENTOS,93.30,3,3,ESTANDAR,120000,-31.42429610,-64.18744830
rechrt8Ry4Kq1IWne,"Ituzaingó 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingó,672,EDIFICIO DE DEPARTAMENTOS,66.80,9,2,ESTANDAR,121000,-31.42521440,-64.18501750
recbwSegiy8UGRwA0,"Derqui 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Derqui,55,EDIFICIO DE DEPARTAMENTOS,56.29,5,1 y 1/2,PREMIUM,122500,-31.42611810,-64.18694390
recZ5iSaRxmIEG9uA,"Independencia 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Independencia,696,EDIFICIO DE DEPARTAMENTOS,90.99,3,3,ESTANDAR,123000,-31.42429610,-64.18744830
recTrLIDRrt7WgYKL,"24 DE SEPTIEMBRE 1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/7/2024,Bajo General Paz,Ciudad de Cordoba,Pueyrredon,Este,24 DE SEPTIEMBRE,1000,EDIFICIO DE DEPARTAMENTOS,68.98,4,2,ESTANDAR,125000,-31.41497210,-64.16971560
recyqWBKpGArKJWGI,"Obispo Salguero 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,777,EDIFICIO DE DEPARTAMENTOS,101.30,6,2,PREMIUM,125000,-31.42699180,-64.18282840
recGu4HUI9vgXCyWb,"Independencia  1000 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Independencia ,1000,EDIFICIO DE DEPARTAMENTOS,83.60,8,3,ESTANDAR,126000,-31.42752140,-64.18898060
rec9qjOmKexIg74P5,"Nazaret 3300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",11/4/2021,Las Rosas,Ciudad de Cordoba,Colón,Oeste,Nazaret,3273,EDIFICIO DE DEPARTAMENTOS,67.64,9,2,PREMIUM,126200,-31.39055600,-64.22878510
recrASrzALfXDZtvl,"Cerro Blanco 700 Villa Carlos Paz, Provincia de Córdoba, Argentina",1/4/2020,Centro,Villa Carlos Paz,,,Cerro Blanco,650,EDIFICIO DE DEPARTAMENTOS,59.00,3,2,ESTANDAR,130000,-31.42549830,-64.50344180
recgyGzAXJFhHJOGd,"Velez Sarfield 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarfield,762,EDIFICIO DE DEPARTAMENTOS,65.98,10,2,ESTANDAR,130000,-31.42472590,-64.19088850
reciaylpjV4fJxoI4,"Obispo Trejo 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,1082,EDIFICIO DE DEPARTAMENTOS,66.65,3,2,ESTANDAR,130000,-31.42821110,-64.19078030
recmRDjHQ5qLHDMdw,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,81.29,10,2,ESTANDAR,130000,-31.42672270,-64.18383860
recYqW1P6m4g9YB2W,"Ambrosio Olmos 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ambrosio Olmos,1090,EDIFICIO DE DEPARTAMENTOS,80.98,9,2,PREMIUM,132500,-31.43223370,-64.19316380
recV73joAZqhJ0rUG,"Ituzaingo 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Ituzaingo,1100,EDIFICIO DE DEPARTAMENTOS,57.10,9,2,ESTANDAR,135000,-31.42915490,-64.18645500
recyp71kY69sKcn73,"Obispo Trejo 1100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",8/3/2023,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,1100,EDIFICIO DE DEPARTAMENTOS,71.96,3,2,ESTANDAR,135000,-31.42821110,-64.19078030
reclkqO0QXIDeSGd4,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,72.61,6,2,PREMIUM,135000,-31.42672270,-64.18383860
recndTYEBNotHMTkj,"Bv Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,82.61,3,2,PREMIUM,135000,-31.42672270,-64.18383860
reclCTyO2lpGqMhmE,"Ovidio Lagos 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Ovidio Lagos,356,EDIFICIO DE DEPARTAMENTOS,90.00,5,2,ESTANDAR,137000,-31.41320200,-64.17271930
recBiTxJG0SNdjXV1,"Velez Sarfield 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/2/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Velez Sarfield,762,EDIFICIO DE DEPARTAMENTOS,63.65,12,2,ESTANDAR,138000,-31.42472590,-64.19088850
reccvVqKP1vCEzHVH,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,78.40,9,2,ESTANDAR,139000,-31.42575030,-64.19093040
recPzQ0ZqCYPETQt1,"Poeta Lugones 300 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Poeta Lugones,300,EDIFICIO DE DEPARTAMENTOS,72.64,7,2,PREMIUM,142500,-31.42660700,-64.18125700
rec6rgp5bmLIaiA1n,"Obispo Salguero 500 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Salguero,500,EDIFICIO DE DEPARTAMENTOS,77.59,7,2,PREMIUM,143500,-31.42370700,-64.18148400
recqOZEorFRdcqEwO,"Avenida 24 de Septiembre 1400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,General Paz,Ciudad de Cordoba,Pueyrredon,Este,Avenida 24 de Septiembre,1350,EDIFICIO DE DEPARTAMENTOS,73.30,2,2,ESTANDAR,145000,-31.41356810,-64.16483870
recpviLKn55dQBpoe,"Obispo Trejo 1200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,1145,EDIFICIO DE DEPARTAMENTOS,84.00,3,2,ESTANDAR,145000,-31.42943440,-64.19126970
rec0TZFhdfuI118SQ,"CHACABUCO  800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2019,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,CHACABUCO ,775,EDIFICIO DE DEPARTAMENTOS,79.60,7,2,PREMIUM,147000,-31.42672270,-64.18383860
recHk4lSdr1fsnjfA,"Arturo M Bas 400 Ciudad de Cordoba, Provincia de Córdoba, Argentina",7/8/2024,Centro Sud (Av Colon hacia Nva Cba),Ciudad de Cordoba,Mercado Central,Central,Arturo M Bas,400,EDIFICIO DE DEPARTAMENTOS,79.63,10,2,ESTANDAR,147000,-31.41857390,-64.19413130
reclrD5vxIyogRCju,"Obispo Trejo 700 Ciudad de Cordoba, Provincia de Córdoba, Argentina",5/7/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Obispo Trejo,680,EDIFICIO DE DEPARTAMENTOS,83.00,9,2,PREMIUM,148000,-31.42397220,-64.18898570
recV9exRbPEzz0yDP,"Ramón J Cárcano 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Chateau Carreras,Ciudad de Cordoba,Colón,Oeste,Ramón J Cárcano,200,EDIFICIO DE DEPARTAMENTOS,73.30,3,2,ESTANDAR,150000,-31.38657440,-64.25979690
rectCp6Xh4vEu9YOM,"Pueblo Nativo Villa Giardino, Provincia de Córdoba, Argentina",1/4/2020,Pueblo Nativo,Villa Giardino,,,0,0,COMPLEJO CERRADO,71.00,PLANTA BAJA,2,PREMIUM,153000,-31.02261310,-64.48112040
rec35P8AOS37H0phQ,"Bv Illia 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2020,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Illia,20,EDIFICIO DE DEPARTAMENTOS,80.60,11,2,ESTANDAR,157000,-31.42105170,-64.18456790
rectPCiqtvDkH1yH5,"Balcarce 600 Ciudad de Cordoba, Provincia de Córdoba, Argentina",3/1/2024,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Balcarce,584,EDIFICIO DE DEPARTAMENTOS,69.49,14,2,PREMIUM,160000,-31.42556480,-64.17910970
recuDkxo2tiJBgMbB,"Fructuoso Rivera 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Fructuoso Rivera,150,EDIFICIO DE DEPARTAMENTOS,74.29,7,2,ESTANDAR,160000,-31.42575030,-64.19093040
rec0AJA7l6FvWsyQv,"Av Pueyrredon 200 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Av Pueyrredon,150,EDIFICIO DE DEPARTAMENTOS,74.00,14,2,PREMIUM,172000,-31.42643930,-64.19131790
receMx6cac8xYvGAk,"Bv Illia 100 Ciudad de Cordoba, Provincia de Córdoba, Argentina",6/9/2021,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Bv Illia,20,EDIFICIO DE DEPARTAMENTOS,94.40,13,2,ESTANDAR,175000,-31.42105170,-64.18456790
recZ9QkEnLyTVrf8z,"Chacabuco 800 Ciudad de Cordoba, Provincia de Córdoba, Argentina",1/4/2018,Nueva Cordoba,Ciudad de Cordoba,Mercado Central,Central,Chacabuco,775,EDIFICIO DE DEPARTAMENTOS,96.60,6,2 y 1/2,PREMIUM,178000,-31.42672270,-64.18383860
